report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed
38105,09-05-2024 10:00,05-06-2024 16:00,07-05-2024 00:57,Chennai,540,SEXUAL ASSAULT,27,M,Other,Violent Crime,12,Yes,05-08-2025 10:00
38110,08-05-2024 23:00,05-06-2024 21:00,07-05-2024 18:17,Mumbai,189,DRUG OFFENSE,46,F,Knife,Other Crime,7,Yes,17-05-2024 23:00
38111,07-05-2024 03:00,05-06-2024 22:00,07-05-2024 08:33,Mumbai,563,SHOPLIFTING,24,M,Explosives,Other Crime,6,Yes,12-07-2024 03:00
38112,09-05-2024 04:00,05-06-2024 23:00,07-05-2024 16:18,Mumbai,518,BURGLARY,26,F,Explosives,Other Crime,17,Yes,20-07-2024 04:00
38116,09-05-2024 10:00,05-07-2024 03:00,07-05-2024 14:23,Bangalore,199,DRUG OFFENSE,33,F,Poison,Other Crime,6,Yes,28-07-2024 10:00
38117,08-05-2024 06:00,05-07-2024 04:00,07-05-2024 15:26,Surat,307,SHOPLIFTING,25,F,Firearm,Other Crime,5,Yes,19-07-2024 06:00
38118,08-05-2024 06:00,05-07-2024 05:00,08-05-2024 01:59,Lucknow,380,DRUG OFFENSE,30,F,Other,Other Crime,10,Yes,27-05-2024 06:00
38120,07-05-2024 13:00,05-07-2024 07:00,08-05-2024 05:54,Delhi,128,ARSON,35,F,Firearm,Fire Accident,12,Yes,19-06-2024 13:00
38121,07-05-2024 13:00,05-07-2024 08:00,07-05-2024 18:24,Chennai,138,TRAFFIC VIOLATION,29,F,Explosives,Traffic Fatality,9,Yes,20-05-2024 13:00
38122,08-05-2024 03:00,05-07-2024 09:00,07-05-2024 09:09,Bangalore,512,VANDALISM,19,F,Poison,Other Crime,5,Yes,30-05-2024 03:00
38124,08-05-2024 15:00,05-07-2024 11:00,07-05-2024 14:55,Srinagar,593,FIREARM OFFENSE,27,F,Other,Fire Accident,15,Yes,25-07-2024 15:00
38125,08-05-2024 17:00,05-07-2024 12:00,07-05-2024 18:06,Indore,521,FIREARM OFFENSE,14,F,Firearm,Fire Accident,16,Yes,25-07-2024 17:00
38126,08-05-2024 22:00,05-07-2024 13:00,07-05-2024 22:57,Chennai,427,ROBBERY,45,F,Poison,Violent Crime,9,Yes,15-10-2024 22:00
38128,10-05-2024 09:00,05-07-2024 15:00,08-05-2024 08:04,Delhi,130,VANDALISM,35,M,Blunt Object,Other Crime,5,Yes,25-07-2024 09:00
38129,09-05-2024 18:00,05-07-2024 16:00,08-05-2024 08:15,Delhi,367,TRAFFIC VIOLATION,55,F,Firearm,Traffic Fatality,2,Yes,14-05-2024 18:00
38131,09-05-2024 19:00,05-07-2024 18:00,08-05-2024 06:30,Kolkata,359,DOMESTIC VIOLENCE,21,F,Poison,Violent Crime,6,Yes,27-05-2024 19:00
38132,07-05-2024 23:00,05-07-2024 19:00,08-05-2024 09:34,Kolkata,321,FRAUD,79,F,Other,Other Crime,8,Yes,20-06-2024 23:00
38134,09-05-2024 12:00,05-07-2024 21:00,08-05-2024 10:17,Kanpur,572,FIREARM OFFENSE,26,F,Explosives,Fire Accident,17,Yes,23-07-2024 12:00
38135,10-05-2024 08:00,05-07-2024 22:00,08-05-2024 08:36,Hyderabad,354,IDENTITY THEFT,70,M,Blunt Object,Violent Crime,16,Yes,28-05-2024 08:00
38136,08-05-2024 05:00,05-07-2024 23:00,08-05-2024 05:10,Meerut,390,KIDNAPPING,35,F,Firearm,Other Crime,6,Yes,03-06-2024 05:00
38137,09-05-2024 17:00,05-08-2024 00:00,08-05-2024 08:19,Visakhapatnam,191,SHOPLIFTING,28,F,Firearm,Other Crime,10,Yes,21-07-2024 17:00
38139,10-05-2024 21:00,05-08-2024 02:00,08-05-2024 11:56,Thane,457,HOMICIDE,25,F,Firearm,Other Crime,19,Yes,17-01-2025 21:00
38140,08-05-2024 07:00,05-08-2024 03:00,08-05-2024 09:20,Mumbai,360,TRAFFIC VIOLATION,35,F,Poison,Traffic Fatality,6,Yes,15-05-2024 07:00
38142,08-05-2024 16:00,05-08-2024 05:00,08-05-2024 19:43,Bhopal,321,ARSON,56,F,Knife,Fire Accident,13,Yes,01-07-2024 16:00
38144,08-05-2024 18:00,05-08-2024 07:00,08-05-2024 22:20,Chennai,251,HOMICIDE,44,M,Other,Other Crime,4,Yes,12-08-2025 18:00
38146,11-05-2024 01:00,05-08-2024 09:00,08-05-2024 14:27,Chennai,286,CYBERCRIME,52,F,Poison,Other Crime,7,Yes,04-07-2024 01:00
38148,09-05-2024 16:00,05-08-2024 11:00,08-05-2024 12:13,Mumbai,114,VANDALISM,46,F,Firearm,Other Crime,16,Yes,25-06-2024 16:00
38149,08-05-2024 18:00,05-08-2024 12:00,09-05-2024 06:33,Ahmedabad,561,CYBERCRIME,41,M,Blunt Object,Other Crime,19,Yes,16-06-2024 18:00
38151,11-05-2024 07:00,05-08-2024 14:00,09-05-2024 12:21,Delhi,533,COUNTERFEITING,27,M,Other,Other Crime,12,Yes,20-06-2024 07:00
38152,10-05-2024 16:00,05-08-2024 15:00,09-05-2024 00:21,Meerut,452,VANDALISM,62,F,Firearm,Other Crime,14,Yes,25-05-2024 16:00
38154,10-05-2024 03:00,05-08-2024 17:00,08-05-2024 18:45,Surat,223,ROBBERY,33,F,Poison,Violent Crime,17,Yes,12-09-2024 03:00
38159,10-05-2024 05:00,05-08-2024 22:00,09-05-2024 09:27,Lucknow,267,SEXUAL ASSAULT,42,F,Poison,Violent Crime,19,Yes,31-01-2026 05:00
38161,09-05-2024 13:00,05-09-2024 00:00,09-05-2024 15:50,Pune,407,COUNTERFEITING,44,M,Firearm,Other Crime,6,Yes,03-07-2024 13:00
38162,09-05-2024 23:00,05-09-2024 01:00,10-05-2024 00:22,Patna,485,FIREARM OFFENSE,27,F,Poison,Fire Accident,1,Yes,23-05-2024 23:00
38164,11-05-2024 10:00,05-09-2024 03:00,09-05-2024 03:34,Varanasi,154,KIDNAPPING,68,F,Other,Other Crime,10,Yes,23-05-2024 10:00
38167,10-05-2024 16:00,05-09-2024 06:00,10-05-2024 03:30,Thane,209,FRAUD,51,F,Explosives,Other Crime,3,Yes,29-05-2024 16:00
38173,10-05-2024 19:00,05-09-2024 12:00,09-05-2024 13:17,Jaipur,319,FRAUD,59,F,Poison,Other Crime,17,Yes,23-05-2024 19:00
38178,11-05-2024 00:00,05-09-2024 17:00,10-05-2024 07:46,Varanasi,111,EXTORTION,42,F,Knife,Other Crime,5,Yes,07-06-2024 00:00
38179,10-05-2024 14:00,05-09-2024 18:00,10-05-2024 02:29,Hyderabad,193,EXTORTION,10,F,Blunt Object,Other Crime,9,Yes,11-07-2024 14:00
38180,10-05-2024 17:00,05-09-2024 19:00,10-05-2024 12:39,Mumbai,597,TRAFFIC VIOLATION,13,F,Other,Traffic Fatality,3,Yes,21-05-2024 17:00
38184,12-05-2024 05:00,05-09-2024 23:00,10-05-2024 16:34,Ahmedabad,154,COUNTERFEITING,16,F,Blunt Object,Other Crime,12,Yes,10-07-2024 05:00
38185,12-05-2024 09:00,05-10-2024 00:00,10-05-2024 18:47,Delhi,435,HOMICIDE,59,F,Explosives,Other Crime,6,Yes,17-11-2024 09:00
38189,13-05-2024 01:00,05-10-2024 04:00,10-05-2024 20:14,Delhi,576,COUNTERFEITING,15,M,Other,Other Crime,1,Yes,24-06-2024 01:00
38190,12-05-2024 04:00,05-10-2024 05:00,10-05-2024 12:10,Agra,469,IDENTITY THEFT,59,F,Knife,Violent Crime,11,Yes,20-05-2024 04:00
38196,13-05-2024 05:00,05-10-2024 11:00,11-05-2024 06:31,Jaipur,302,CYBERCRIME,46,M,Knife,Other Crime,7,Yes,22-05-2024 05:00
38198,13-05-2024 07:00,05-10-2024 13:00,11-05-2024 10:23,Bhopal,589,FRAUD,21,F,Other,Other Crime,3,Yes,06-07-2024 07:00
38199,12-05-2024 02:00,05-10-2024 14:00,10-05-2024 14:48,Delhi,566,ARSON,32,M,Blunt Object,Fire Accident,7,Yes,24-07-2024 02:00
38200,13-05-2024 02:00,05-10-2024 15:00,11-05-2024 10:39,Chennai,135,ILLEGAL POSSESSION,43,M,Explosives,Other Crime,13,Yes,29-07-2024 02:00
38201,12-05-2024 02:00,05-10-2024 16:00,11-05-2024 09:06,Pune,158,FRAUD,56,F,Explosives,Other Crime,2,Yes,19-05-2024 02:00
38205,13-05-2024 19:00,05-10-2024 20:00,11-05-2024 08:54,Chennai,389,BURGLARY,15,F,Firearm,Other Crime,13,Yes,30-10-2024 19:00
38207,11-05-2024 10:00,05-10-2024 22:00,11-05-2024 20:38,Delhi,374,FIREARM OFFENSE,30,F,Blunt Object,Fire Accident,5,Yes,20-07-2024 10:00
38210,12-05-2024 16:00,05-11-2024 01:00,11-05-2024 11:13,Agra,100,IDENTITY THEFT,21,F,Explosives,Violent Crime,13,Yes,23-07-2024 16:00
38213,13-05-2024 18:00,05-11-2024 04:00,11-05-2024 13:16,Faridabad,289,HOMICIDE,63,M,Knife,Other Crime,12,Yes,01-01-2025 18:00
38215,12-05-2024 10:00,05-11-2024 06:00,12-05-2024 01:47,Mumbai,112,FRAUD,61,F,Other,Other Crime,8,Yes,22-06-2024 10:00
38219,12-05-2024 16:00,05-11-2024 10:00,12-05-2024 07:03,Bangalore,284,HOMICIDE,57,F,Firearm,Other Crime,2,Yes,03-06-2025 16:00
38220,12-05-2024 00:00,05-11-2024 11:00,12-05-2024 00:04,Ahmedabad,508,EXTORTION,63,F,Blunt Object,Other Crime,9,Yes,24-05-2024 00:00
38221,11-05-2024 17:00,05-11-2024 12:00,12-05-2024 09:26,Bhopal,171,PUBLIC INTOXICATION,12,M,Poison,Other Crime,14,Yes,21-05-2024 17:00
38223,12-05-2024 02:00,05-11-2024 14:00,11-05-2024 20:01,Indore,512,SEXUAL ASSAULT,37,F,Other,Violent Crime,5,Yes,28-04-2025 02:00
38225,13-05-2024 17:00,05-11-2024 16:00,11-05-2024 16:00,Bangalore,340,ASSAULT,47,M,Poison,Violent Crime,11,Yes,24-05-2024 17:00
38227,12-05-2024 05:00,05-11-2024 18:00,12-05-2024 14:16,Nashik,348,ARSON,24,F,Other,Fire Accident,5,Yes,04-08-2024 05:00
38229,14-05-2024 17:00,05-11-2024 20:00,12-05-2024 18:48,Lucknow,520,EXTORTION,78,F,Explosives,Other Crime,19,Yes,22-06-2024 17:00
38231,14-05-2024 14:00,05-11-2024 22:00,12-05-2024 02:40,Delhi,575,HOMICIDE,60,F,Blunt Object,Other Crime,13,Yes,12-12-2024 14:00
38232,12-05-2024 23:00,05-11-2024 23:00,12-05-2024 22:34,Visakhapatnam,146,PUBLIC INTOXICATION,56,F,Other,Other Crime,7,Yes,22-05-2024 23:00
38234,14-05-2024 08:00,05-12-2024 01:00,13-05-2024 00:43,Kolkata,127,VEHICLE - STOLEN,37,F,Knife,Violent Crime,4,Yes,22-06-2024 08:00
38237,13-05-2024 08:00,05-12-2024 04:00,12-05-2024 14:24,Chennai,168,ARSON,24,F,Poison,Fire Accident,12,Yes,04-07-2024 08:00
38238,12-05-2024 18:00,05-12-2024 05:00,13-05-2024 00:24,Lucknow,365,BURGLARY,25,F,Other,Other Crime,6,Yes,08-10-2024 18:00
38243,12-05-2024 20:00,05-12-2024 10:00,13-05-2024 07:15,Pune,255,EXTORTION,18,F,Blunt Object,Other Crime,5,Yes,23-06-2024 20:00
38244,14-05-2024 21:00,05-12-2024 11:00,12-05-2024 17:17,Srinagar,538,ROBBERY,58,M,Poison,Violent Crime,18,Yes,23-10-2024 21:00
38249,14-05-2024 01:00,05-12-2024 16:00,13-05-2024 10:51,Pune,354,ASSAULT,60,M,Blunt Object,Violent Crime,2,Yes,31-07-2024 01:00
38253,13-05-2024 20:00,05-12-2024 20:00,13-05-2024 10:52,Ludhiana,461,SEXUAL ASSAULT,63,F,Blunt Object,Violent Crime,6,Yes,01-01-2025 20:00
38257,14-05-2024 06:00,05-13-2024 00:00,13-05-2024 16:10,Meerut,369,VEHICLE - STOLEN,24,F,Knife,Violent Crime,12,Yes,28-05-2024 06:00
38258,13-05-2024 16:00,05-13-2024 01:00,13-05-2024 09:57,Delhi,123,DRUG OFFENSE,59,F,Other,Other Crime,9,Yes,01-08-2024 16:00
38259,13-05-2024 05:00,05-13-2024 02:00,13-05-2024 09:32,Rajkot,478,HOMICIDE,53,F,Other,Other Crime,3,Yes,19-03-2025 05:00
38260,14-05-2024 20:00,05-13-2024 03:00,13-05-2024 05:56,Patna,221,FRAUD,40,F,Explosives,Other Crime,19,Yes,18-06-2024 20:00
38261,15-05-2024 09:00,05-13-2024 04:00,13-05-2024 20:35,Visakhapatnam,213,TRAFFIC VIOLATION,60,M,Blunt Object,Traffic Fatality,10,Yes,05-06-2024 09:00
38263,15-05-2024 16:00,05-13-2024 06:00,13-05-2024 22:33,Nagpur,306,VEHICLE - STOLEN,23,M,Blunt Object,Violent Crime,7,Yes,27-06-2024 16:00
38270,14-05-2024 05:00,05-13-2024 13:00,13-05-2024 14:36,Bangalore,285,ASSAULT,26,F,Blunt Object,Violent Crime,2,Yes,22-07-2024 05:00
38273,14-05-2024 13:00,05-13-2024 16:00,13-05-2024 17:47,Ludhiana,363,SEXUAL ASSAULT,68,F,Explosives,Violent Crime,1,Yes,17-04-2025 13:00
38279,15-05-2024 04:00,05-13-2024 22:00,14-05-2024 01:05,Lucknow,120,SEXUAL ASSAULT,38,F,Other,Violent Crime,7,Yes,16-07-2025 04:00
38280,16-05-2024 05:00,05-13-2024 23:00,14-05-2024 10:02,Kanpur,185,SHOPLIFTING,51,F,Other,Other Crime,17,Yes,17-07-2024 05:00
38282,14-05-2024 09:00,05-14-2024 01:00,14-05-2024 03:36,Visakhapatnam,518,SEXUAL ASSAULT,47,M,Poison,Violent Crime,7,Yes,20-12-2025 09:00
38286,14-05-2024 12:00,05-14-2024 05:00,14-05-2024 20:35,Hyderabad,326,VEHICLE - STOLEN,56,F,Knife,Violent Crime,4,Yes,29-07-2024 12:00
38290,14-05-2024 14:00,05-14-2024 09:00,15-05-2024 04:20,Visakhapatnam,292,DRUG OFFENSE,46,F,Knife,Other Crime,12,Yes,01-07-2024 14:00
38295,16-05-2024 11:00,05-14-2024 14:00,15-05-2024 10:40,Pune,288,ASSAULT,20,F,Explosives,Violent Crime,18,Yes,31-07-2024 11:00
38296,14-05-2024 20:00,05-14-2024 15:00,14-05-2024 19:40,Hyderabad,259,ILLEGAL POSSESSION,48,M,Firearm,Other Crime,1,Yes,01-07-2024 20:00
38302,16-05-2024 11:00,05-14-2024 21:00,15-05-2024 05:14,Mumbai,520,EXTORTION,76,F,Other,Other Crime,14,Yes,04-06-2024 11:00
38303,17-05-2024 13:00,05-14-2024 22:00,14-05-2024 23:58,Bhopal,104,SHOPLIFTING,50,F,Firearm,Other Crime,5,Yes,22-06-2024 13:00
38309,16-05-2024 06:00,05-15-2024 04:00,15-05-2024 17:17,Visakhapatnam,238,SHOPLIFTING,14,F,Firearm,Other Crime,1,Yes,04-07-2024 06:00
38310,16-05-2024 02:00,05-15-2024 05:00,15-05-2024 11:39,Agra,116,IDENTITY THEFT,66,F,Other,Violent Crime,5,Yes,19-06-2024 02:00
38313,16-05-2024 13:00,05-15-2024 08:00,16-05-2024 07:53,Delhi,509,EXTORTION,14,M,Firearm,Other Crime,16,Yes,05-06-2024 13:00
38315,15-05-2024 15:00,05-15-2024 10:00,15-05-2024 18:49,Mumbai,142,CYBERCRIME,39,F,Other,Other Crime,7,Yes,10-07-2024 15:00
38319,16-05-2024 13:00,05-15-2024 14:00,15-05-2024 19:58,Chennai,111,IDENTITY THEFT,68,F,Poison,Violent Crime,10,Yes,30-05-2024 13:00
38320,17-05-2024 05:00,05-15-2024 15:00,16-05-2024 03:15,Mumbai,164,KIDNAPPING,72,M,Blunt Object,Other Crime,3,Yes,24-06-2024 05:00
38321,18-05-2024 10:00,05-15-2024 16:00,16-05-2024 04:47,Kolkata,104,ILLEGAL POSSESSION,23,F,Firearm,Other Crime,18,Yes,20-07-2024 10:00
38324,16-05-2024 18:00,05-15-2024 19:00,16-05-2024 03:20,Jaipur,429,ARSON,14,F,Blunt Object,Fire Accident,19,Yes,23-07-2024 18:00
38325,16-05-2024 17:00,05-15-2024 20:00,16-05-2024 10:22,Chennai,282,HOMICIDE,60,F,Knife,Other Crime,10,Yes,23-07-2025 17:00
38326,16-05-2024 14:00,05-15-2024 21:00,16-05-2024 08:05,Delhi,216,KIDNAPPING,54,F,Explosives,Other Crime,19,Yes,01-07-2024 14:00
38328,17-05-2024 18:00,05-15-2024 23:00,16-05-2024 11:21,Vasai,442,FRAUD,79,F,Other,Other Crime,16,Yes,27-05-2024 18:00
38332,18-05-2024 06:00,05-16-2024 03:00,16-05-2024 18:55,Visakhapatnam,531,ROBBERY,57,F,Poison,Violent Crime,16,Yes,25-07-2024 06:00
38333,17-05-2024 05:00,05-16-2024 04:00,16-05-2024 17:20,Mumbai,128,TRAFFIC VIOLATION,33,F,Explosives,Traffic Fatality,1,Yes,12-06-2024 05:00
38334,17-05-2024 20:00,05-16-2024 05:00,17-05-2024 03:23,Meerut,487,FIREARM OFFENSE,21,F,Knife,Fire Accident,4,Yes,23-07-2024 20:00
38336,17-05-2024 23:00,05-16-2024 07:00,16-05-2024 16:28,Hyderabad,329,SEXUAL ASSAULT,57,M,Blunt Object,Violent Crime,6,Yes,09-12-2025 23:00
38339,18-05-2024 11:00,05-16-2024 10:00,16-05-2024 14:46,Delhi,558,CYBERCRIME,21,M,Other,Other Crime,8,Yes,29-07-2024 11:00
38341,17-05-2024 10:00,05-16-2024 12:00,16-05-2024 17:20,Kolkata,448,FRAUD,21,M,Explosives,Other Crime,12,Yes,25-06-2024 10:00
38342,17-05-2024 06:00,05-16-2024 13:00,17-05-2024 11:21,Pune,243,KIDNAPPING,44,F,Explosives,Other Crime,9,Yes,18-07-2024 06:00
38343,18-05-2024 07:00,05-16-2024 14:00,17-05-2024 07:49,Delhi,598,ARSON,70,F,Blunt Object,Fire Accident,10,Yes,13-07-2024 07:00
38344,18-05-2024 11:00,05-16-2024 15:00,17-05-2024 03:36,Visakhapatnam,299,ASSAULT,10,M,Firearm,Violent Crime,15,Yes,15-06-2024 11:00
38346,19-05-2024 09:00,05-16-2024 17:00,17-05-2024 14:45,Bangalore,320,ILLEGAL POSSESSION,76,M,Other,Other Crime,15,Yes,29-06-2024 09:00
38347,17-05-2024 02:00,05-16-2024 18:00,17-05-2024 04:14,Mumbai,152,VANDALISM,47,F,Blunt Object,Other Crime,7,Yes,11-07-2024 02:00
38348,16-05-2024 20:00,05-16-2024 19:00,16-05-2024 22:32,Chennai,445,VEHICLE - STOLEN,31,F,Other,Violent Crime,10,Yes,03-08-2024 20:00
38352,19-05-2024 20:00,05-16-2024 23:00,17-05-2024 02:54,Visakhapatnam,297,FRAUD,54,M,Other,Other Crime,6,Yes,07-07-2024 20:00
38354,17-05-2024 10:00,05-17-2024 01:00,17-05-2024 20:06,Ahmedabad,412,BURGLARY,55,M,Knife,Other Crime,9,Yes,27-06-2024 10:00
38359,17-05-2024 09:00,05-17-2024 06:00,17-05-2024 15:30,Rajkot,535,SHOPLIFTING,50,F,Firearm,Other Crime,11,Yes,16-07-2024 09:00
38360,19-05-2024 22:00,05-17-2024 07:00,17-05-2024 16:44,Kolkata,237,PUBLIC INTOXICATION,42,F,Other,Other Crime,9,Yes,10-06-2024 22:00
38362,17-05-2024 19:00,05-17-2024 09:00,17-05-2024 19:48,Hyderabad,110,CYBERCRIME,35,F,Firearm,Other Crime,17,Yes,25-05-2024 19:00
38366,19-05-2024 00:00,05-17-2024 13:00,17-05-2024 18:40,Kanpur,436,COUNTERFEITING,10,F,Firearm,Other Crime,15,Yes,29-06-2024 00:00
38370,18-05-2024 12:00,05-17-2024 17:00,17-05-2024 18:32,Indore,409,DOMESTIC VIOLENCE,48,F,Blunt Object,Violent Crime,10,Yes,29-06-2024 12:00
38371,18-05-2024 14:00,05-17-2024 18:00,18-05-2024 13:54,Agra,267,CYBERCRIME,17,F,Firearm,Other Crime,13,Yes,18-07-2024 14:00
38374,20-05-2024 16:00,05-17-2024 21:00,18-05-2024 04:04,Pune,284,SHOPLIFTING,76,M,Explosives,Other Crime,16,Yes,19-06-2024 16:00
38375,18-05-2024 06:00,05-17-2024 22:00,18-05-2024 11:20,Mumbai,481,ASSAULT,46,F,Other,Violent Crime,6,Yes,26-05-2024 06:00
38376,18-05-2024 21:00,05-17-2024 23:00,18-05-2024 08:34,Meerut,291,VEHICLE - STOLEN,62,F,Poison,Violent Crime,13,Yes,09-08-2024 21:00
38379,18-05-2024 04:00,05-18-2024 02:00,18-05-2024 18:49,Vasai,412,SEXUAL ASSAULT,13,F,Firearm,Violent Crime,5,Yes,16-04-2025 04:00
38380,20-05-2024 18:00,05-18-2024 03:00,18-05-2024 08:31,Surat,543,CYBERCRIME,64,F,Explosives,Other Crime,7,Yes,04-07-2024 18:00
38386,20-05-2024 19:00,05-18-2024 09:00,19-05-2024 00:28,Pune,368,VANDALISM,25,F,Blunt Object,Other Crime,15,Yes,11-06-2024 19:00
38387,18-05-2024 21:00,05-18-2024 10:00,18-05-2024 15:01,Patna,262,IDENTITY THEFT,66,M,Other,Violent Crime,16,Yes,12-06-2024 21:00
38390,21-05-2024 01:00,05-18-2024 13:00,19-05-2024 00:23,Bhopal,595,SEXUAL ASSAULT,29,M,Poison,Violent Crime,3,Yes,11-01-2025 01:00
38394,18-05-2024 20:00,05-18-2024 17:00,19-05-2024 08:20,Bangalore,551,EXTORTION,76,F,Poison,Other Crime,4,Yes,12-08-2024 20:00
38395,21-05-2024 10:00,05-18-2024 18:00,18-05-2024 22:25,Jaipur,309,ASSAULT,48,F,Firearm,Violent Crime,14,Yes,26-06-2024 10:00
38396,20-05-2024 12:00,05-18-2024 19:00,19-05-2024 14:12,Delhi,281,KIDNAPPING,26,F,Poison,Other Crime,3,Yes,16-07-2024 12:00
38402,19-05-2024 17:00,05-19-2024 01:00,19-05-2024 20:42,Ghaziabad,228,VEHICLE - STOLEN,31,F,Firearm,Violent Crime,6,Yes,11-06-2024 17:00
38410,21-05-2024 06:00,05-19-2024 09:00,19-05-2024 13:31,Meerut,149,ROBBERY,20,M,Blunt Object,Violent Crime,1,Yes,30-09-2024 06:00
38413,21-05-2024 05:00,05-19-2024 12:00,20-05-2024 10:26,Meerut,298,DRUG OFFENSE,25,M,Knife,Other Crime,2,Yes,03-07-2024 05:00
38416,20-05-2024 06:00,05-19-2024 15:00,20-05-2024 05:50,Patna,132,TRAFFIC VIOLATION,62,F,Blunt Object,Traffic Fatality,8,Yes,23-05-2024 06:00
38417,21-05-2024 16:00,05-19-2024 16:00,19-05-2024 22:33,Nagpur,469,PUBLIC INTOXICATION,40,F,Firearm,Other Crime,1,Yes,11-06-2024 16:00
38419,21-05-2024 18:00,05-19-2024 18:00,19-05-2024 19:19,Kolkata,109,ILLEGAL POSSESSION,11,M,Firearm,Other Crime,5,Yes,08-08-2024 18:00
38422,21-05-2024 16:00,05-19-2024 21:00,20-05-2024 04:38,Jaipur,371,IDENTITY THEFT,35,F,Knife,Violent Crime,17,Yes,19-07-2024 16:00
38423,22-05-2024 11:00,05-19-2024 22:00,20-05-2024 08:52,Bangalore,251,COUNTERFEITING,10,F,Poison,Other Crime,7,Yes,17-06-2024 11:00
38424,20-05-2024 18:00,05-19-2024 23:00,20-05-2024 09:26,Mumbai,188,ILLEGAL POSSESSION,10,M,Blunt Object,Other Crime,10,Yes,17-08-2024 18:00
38427,21-05-2024 13:00,05-20-2024 02:00,20-05-2024 23:54,Mumbai,339,IDENTITY THEFT,40,F,Knife,Violent Crime,7,Yes,29-06-2024 13:00
38428,22-05-2024 21:00,05-20-2024 03:00,20-05-2024 06:39,Kanpur,128,SEXUAL ASSAULT,32,M,Explosives,Violent Crime,6,Yes,08-02-2025 21:00
38430,21-05-2024 11:00,05-20-2024 05:00,21-05-2024 02:32,Hyderabad,106,ASSAULT,71,M,Other,Violent Crime,11,Yes,26-07-2024 11:00
38431,21-05-2024 18:00,05-20-2024 06:00,21-05-2024 05:50,Kanpur,417,ILLEGAL POSSESSION,41,F,Explosives,Other Crime,4,Yes,28-07-2024 18:00
38432,20-05-2024 22:00,05-20-2024 07:00,21-05-2024 04:33,Ahmedabad,252,ASSAULT,72,M,Blunt Object,Violent Crime,14,Yes,05-07-2024 22:00
38433,21-05-2024 14:00,05-20-2024 08:00,20-05-2024 11:10,Hyderabad,211,VANDALISM,41,M,Blunt Object,Other Crime,10,Yes,12-08-2024 14:00
38438,21-05-2024 22:00,05-20-2024 13:00,21-05-2024 08:25,Mumbai,135,FRAUD,67,F,Blunt Object,Other Crime,4,Yes,09-08-2024 22:00
38441,21-05-2024 09:00,05-20-2024 16:00,21-05-2024 01:23,Hyderabad,100,TRAFFIC VIOLATION,63,F,Knife,Traffic Fatality,12,Yes,11-06-2024 09:00
38444,22-05-2024 01:00,05-20-2024 19:00,21-05-2024 02:31,Varanasi,319,CYBERCRIME,30,F,Poison,Other Crime,11,Yes,31-07-2024 01:00
38446,23-05-2024 04:00,05-20-2024 21:00,21-05-2024 00:52,Delhi,286,VANDALISM,30,F,Firearm,Other Crime,8,Yes,11-06-2024 04:00
38447,23-05-2024 15:00,05-20-2024 22:00,21-05-2024 04:52,Bangalore,495,ASSAULT,23,M,Firearm,Violent Crime,17,Yes,14-07-2024 15:00
38448,21-05-2024 09:00,05-20-2024 23:00,21-05-2024 17:46,Pune,444,DRUG OFFENSE,72,F,Poison,Other Crime,13,Yes,30-06-2024 09:00
38449,22-05-2024 15:00,05-21-2024 00:00,21-05-2024 05:26,Delhi,408,IDENTITY THEFT,44,F,Blunt Object,Violent Crime,11,Yes,23-07-2024 15:00
38450,23-05-2024 11:00,05-21-2024 01:00,21-05-2024 11:21,Delhi,534,DOMESTIC VIOLENCE,66,F,Blunt Object,Violent Crime,14,Yes,13-07-2024 11:00
38452,21-05-2024 19:00,05-21-2024 03:00,21-05-2024 16:46,Bangalore,528,ROBBERY,18,F,Explosives,Violent Crime,6,Yes,28-10-2024 19:00
38458,22-05-2024 18:00,05-21-2024 09:00,22-05-2024 05:17,Mumbai,128,FRAUD,46,F,Knife,Other Crime,14,Yes,11-06-2024 18:00
38461,21-05-2024 20:00,05-21-2024 12:00,22-05-2024 10:57,Visakhapatnam,232,EXTORTION,51,F,Explosives,Other Crime,13,Yes,11-06-2024 20:00
38462,22-05-2024 05:00,05-21-2024 13:00,21-05-2024 13:03,Pune,211,BURGLARY,62,F,Knife,Other Crime,16,Yes,04-11-2024 05:00
38464,21-05-2024 18:00,05-21-2024 15:00,21-05-2024 17:17,Mumbai,512,KIDNAPPING,36,F,Firearm,Other Crime,19,Yes,08-07-2024 18:00
38466,21-05-2024 21:00,05-21-2024 17:00,22-05-2024 06:09,Delhi,277,FRAUD,53,F,Firearm,Other Crime,2,Yes,04-06-2024 21:00
38467,21-05-2024 20:00,05-21-2024 18:00,22-05-2024 14:13,Delhi,428,SHOPLIFTING,32,F,Poison,Other Crime,17,Yes,02-08-2024 20:00
38468,21-05-2024 23:00,05-21-2024 19:00,22-05-2024 01:04,Nagpur,110,VANDALISM,13,F,Blunt Object,Other Crime,14,Yes,18-08-2024 23:00
38473,22-05-2024 17:00,05-22-2024 00:00,22-05-2024 12:37,Varanasi,271,DRUG OFFENSE,10,M,Knife,Other Crime,16,Yes,14-06-2024 17:00
38474,23-05-2024 11:00,05-22-2024 01:00,22-05-2024 05:46,Bangalore,244,EXTORTION,77,F,Firearm,Other Crime,17,Yes,05-07-2024 11:00
